tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
Humanities,1754,Brigham Young University - Idaho,Cyrina,,Jones,2246621,1,good,TEACHER,PROFESSOR,4.0
Foundations,1754,Brigham Young University - Idaho,Marc,,Jones,2285967,4,good,TEACHER,PROFESSOR,4.0
General Studies,1754,Brigham Young University - Idaho,Marc,,Jones,2400195,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1754,Brigham Young University - Idaho,Jennifer,,Jones,2505027,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1754,Brigham Young University - Idaho,Nick,,Jones,2636429,0,zero,TEACHER,PROFESSOR,N/A
Home & Family Studies,1754,Brigham Young University - Idaho,Nicolle,,Jones,2758943,0,zero,TEACHER,PROFESSOR,N/A
Computer Science,1754,Brigham Young University - Idaho,Linwood,,Jones,2241262,6,good,TEACHER,PROFESSOR,3.7
Online Learning,1754,Brigham Young University - Idaho,Mary,,Jones,2380516,3,average,TEACHER,PROFESSOR,3.3
Art,1754,Brigham Young University - Idaho,Angela,,Jones,2681173,6,average,TEACHER,PROFESSOR,3.2
Education,1754,Brigham Young University - Idaho,Jennifer,,Jones,2830088,2,good,TEACHER,PROFESSOR,5.0
Computer Science,1754,Brigham Young University - Idaho,Ronald,,Jones,904036,46,good,TEACHER,PROFESSOR,3.8
Art,1754,Brigham Young University - Idaho,Lisa ,,Jones,1944206,7,good,TEACHER,PROFESSOR,4.0
Communication,1754,Brigham Young University - Idaho,Heather,,Jones,1996253,15,good,TEACHER,PROFESSOR,4.5
Geology,1754,Brigham Young University - Idaho,Benjamin,,Jordan,1054941,59,good,TEACHER,PROFESSOR,4.0
Mathematics,1754,Brigham Young University - Idaho,Scott,,Jordan,2183023,6,good,TEACHER,PROFESSOR,3.7
English,1754,Brigham Young University - Idaho,Amy,,Jorgensen,975874,14,poor,TEACHER,PROFESSOR,2.2
Health  Human Performance,1754,Brigham Young University - Idaho,Candace,,Jorgensen,2270374,6,poor,TEACHER,PROFESSOR,2.0
Religion,1754,Brigham Young University - Idaho,Bowen,,Jorgensen,2349187,6,good,TEACHER,PROFESSOR,4.5
Dance,1754,Brigham Young University - Idaho,Molly,,Jorgensen,2746520,6,good,TEACHER,PROFESSOR,4.3
Geography,1754,Brigham Young University - Idaho,Theron,,Josephson,699976,71,average,TEACHER,PROFESSOR,2.7
Foreign Languages  Literature,1754,Brigham Young University - Idaho,AJ,,Juarez,2125409,7,good,TEACHER,PROFESSOR,4.6
Psychology,1754,Brigham Young University - Idaho,Shayla,,Juarez,2708247,10,good,TEACHER,PROFESSOR,4.8
Construction,1754,Brigham Young University - Idaho,Ryan,,Judd,2308491,3,average,TEACHER,PROFESSOR,2.7
Communication,1754,Brigham Young University - Idaho,Joel,,Judkins,713222,145,good,TEACHER,PROFESSOR,3.7
Education,1754,Brigham Young University - Idaho,Kayli,,Judy,2826941,3,good,TEACHER,PROFESSOR,4.3
Interior Design,1754,Brigham Young University - Idaho,Tahari,,Julander,970989,39,good,TEACHER,PROFESSOR,3.7
Health Science,1754,Brigham Young University - Idaho,Aaron,,Kam,2428675,1,poor,TEACHER,PROFESSOR,1.0
Accounting,1754,Brigham Young University - Idaho,Andrew,,Kanis,2693447,5,average,TEACHER,PROFESSOR,3.4
Humanities,1754,Brigham Young University - Idaho,Susie,,Kapeleris,1788342,11,good,TEACHER,PROFESSOR,3.5
computer science and electrical engineering,1754,Brigham Young University - Idaho,Eric,,Karl,928558,23,good,TEACHER,PROFESSOR,4.9
Communication,1754,Brigham Young University - Idaho,jackie,,karlberg,2656089,7,poor,TEACHER,PROFESSOR,1.4
International Studies,1754,Brigham Young University - Idaho,Ruth,,Kartchner,2654188,2,good,TEACHER,PROFESSOR,4.0
Health Science,1754,Brigham Young University - Idaho,Paul,,Kartchner,2000640,6,good,TEACHER,PROFESSOR,3.7
Education,1754,Brigham Young University - Idaho,Joanne,,Kay,852905,18,good,TEACHER,PROFESSOR,3.7
Computer Science,1754,Brigham Young University - Idaho,Aaron,,Kay,2749317,12,good,TEACHER,PROFESSOR,4.8
Engineering Technology,1754,Brigham Young University - Idaho,Aaron,,Kay,2930237,2,good,TEACHER,PROFESSOR,5.0
Online Learning,1754,Brigham Young University - Idaho,Shauna,,Kay,2128460,7,average,TEACHER,PROFESSOR,3.4
Child & Family Studies,1754,Brigham Young University - Idaho,Amanda,,Kearns,2769634,5,average,TEACHER,PROFESSOR,3.2
Education,1754,Brigham Young University - Idaho,Amanda,,Kearns ,2858254,0,zero,TEACHER,PROFESSOR,N/A
English,1754,Brigham Young University - Idaho,Gloria,,Keawe,1566402,19,average,TEACHER,PROFESSOR,2.9
Nursing,1754,Brigham Young University - Idaho,Amanda,,Keddington,2478205,1,good,TEACHER,PROFESSOR,5.0
Psychology,1754,Brigham Young University - Idaho,Annette,,Keddington,2582356,17,good,TEACHER,PROFESSOR,5.0
Nursing,1754,Brigham Young University - Idaho,Shanna ,,Keele,2056514,6,good,TEACHER,PROFESSOR,3.6
Computer Information Technology,1754,Brigham Young University - Idaho,Christopher,,Keers,2672538,67,good,TEACHER,PROFESSOR,4.4
Mathematics,1754,Brigham Young University - Idaho,Kirstin D.,,Keetch,1699965,19,good,TEACHER,PROFESSOR,4.0
English,1754,Brigham Young University - Idaho,Michael,,Keller,2721158,0,zero,TEACHER,PROFESSOR,N/A
Art,1754,Brigham Young University - Idaho,Kody,,Keller,2306734,10,good,TEACHER,PROFESSOR,3.7
Business,1754,Brigham Young University - Idaho,Darrin,,Keller,2697983,1,poor,TEACHER,PROFESSOR,1.0
Health Science,1754,Brigham Young University - Idaho,Jay Rulon,,Keller,1415647,36,good,TEACHER,PROFESSOR,4.8
Physics,1754,Brigham Young University - Idaho,Kevin,,Kelley,1184545,56,good,TEACHER,PROFESSOR,4.1
Online Learning,1754,Brigham Young University - Idaho,Leander,Don,Kellogg,2128504,6,good,TEACHER,PROFESSOR,4.5
Political Science,1754,Brigham Young University - Idaho,Rick,,Kelly,1801444,2,average,TEACHER,PROFESSOR,2.8
Biology,1754,Brigham Young University - Idaho,Sean,,Kelly,2365311,5,good,TEACHER,PROFESSOR,4.2
Marketing,1754,Brigham Young University - Idaho,Donald,,Kelly,2686532,7,good,TEACHER,PROFESSOR,4.7
Biology,1754,Brigham Young University - Idaho,Todd,,Kelson,419739,140,average,TEACHER,PROFESSOR,3.3
Music,1754,Brigham Young University - Idaho,Randall,,Kempton,624584,30,good,TEACHER,PROFESSOR,4.3
English,1754,Brigham Young University - Idaho,Grant,C,Kendall,2383365,9,good,TEACHER,PROFESSOR,4.2
English,1754,Brigham Young University - Idaho,Brian,T.,Kenison,2249947,1,good,TEACHER,PROFESSOR,4.0
Business,1754,Brigham Young University - Idaho,Terrel,,Kennard,2489436,1,good,TEACHER,PROFESSOR,5.0
Business,1754,Brigham Young University - Idaho,Terry,,Kennard,2235384,15,good,TEACHER,PROFESSOR,4.4
Communication,1754,Brigham Young University - Idaho,Koster,,Kennard,2709488,3,good,TEACHER,PROFESSOR,3.7
Online Learning,1754,Brigham Young University - Idaho,Byron,,Kennedy,2308436,1,average,TEACHER,PROFESSOR,3.0
Computer Information Technology,1754,Brigham Young University - Idaho,Dylan,,Kennedy,2592886,1,good,TEACHER,PROFESSOR,5.0
Mathematics,1754,Brigham Young University - Idaho,Melanie,,Kennelly,700002,71,good,TEACHER,PROFESSOR,3.5
Mechanical Engineering,1754,Brigham Young University - Idaho,Jonathan,,Kenney,2047585,0,zero,TEACHER,PROFESSOR,N/A
Business,1754,Brigham Young University - Idaho,Jason,,Kent,2338914,1,good,TEACHER,PROFESSOR,5.0
Education,1754,Brigham Young University - Idaho,Ralph,,Kern,833726,68,good,TEACHER,PROFESSOR,3.6
Mathematics,1754,Brigham Young University - Idaho,Ralph,,Kern,2205524,30,good,TEACHER,PROFESSOR,4.4
Economics,1754,Brigham Young University - Idaho,Kirk,,Kerr,2385829,0,zero,TEACHER,PROFESSOR,N/A
Music,1754,Brigham Young University - Idaho,Daniel,,Kerr,1308949,15,good,TEACHER,PROFESSOR,4.7
Accounting,1754,Brigham Young University - Idaho,Kelly,,Kerr,2057213,13,average,TEACHER,PROFESSOR,2.9
Communication,1754,Brigham Young University - Idaho,Cory,,Kerr,1890009,51,good,TEACHER,PROFESSOR,3.5
Health Science,1754,Brigham Young University - Idaho,Elena,,Khomitch,2747511,7,good,TEACHER,PROFESSOR,4.3
Horticulture,1754,Brigham Young University - Idaho,Madelyn,,Kibbe,2776723,1,good,TEACHER,PROFESSOR,5.0
Computer Information Technology,1754,Brigham Young University - Idaho,David,Michael,Kidd,2539377,4,good,TEACHER,PROFESSOR,3.8
Accounting,1754,Brigham Young University - Idaho,Sheldon,,Kidd,688197,17,average,TEACHER,PROFESSOR,2.7
Biology,1754,Brigham Young University - Idaho,Mikal,,Kidder,2098230,1,good,TEACHER,PROFESSOR,4.0
Nursing,1754,Brigham Young University - Idaho,Shannon,,Killian,2791076,10,good,TEACHER,PROFESSOR,3.8
Online Learning,1754,Brigham Young University - Idaho,Johnson,,Kim,2679322,1,poor,TEACHER,PROFESSOR,1.0
Music,1754,Brigham Young University - Idaho,Newell,,Kimball,974292,22,average,TEACHER,PROFESSOR,3.2
Biology,1754,Brigham Young University - Idaho,Maria,,Kimball,2153692,1,poor,TEACHER,PROFESSOR,1.0
Accounting,1754,Brigham Young University - Idaho,Kevin,,Kimball,2114316,20,average,TEACHER,PROFESSOR,3.0
Art,1754,Brigham Young University - Idaho,Michelle,,Kimball,2752381,2,good,TEACHER,PROFESSOR,4.5
Military Science,1754,Brigham Young University - Idaho,Drew,,Kimmey,2245341,3,good,TEACHER,PROFESSOR,4.0
Biology,1754,Brigham Young University - Idaho,Julie,,Kimpel,2378845,4,poor,TEACHER,PROFESSOR,1.5
Exercise & Sport Science,1754,Brigham Young University - Idaho,Steve,,Kimpel,1259054,36,average,TEACHER,PROFESSOR,3.4
General Studies,1754,Brigham Young University - Idaho,Harley,,King,1777025,2,good,TEACHER,PROFESSOR,4.2
Nursing,1754,Brigham Young University - Idaho,Krystal,,King,2242759,5,good,TEACHER,PROFESSOR,4.6
Business,1754,Brigham Young University - Idaho,Tyler,,King,2675927,1,poor,TEACHER,PROFESSOR,2.0
Online Learning,1754,Brigham Young University - Idaho,Brian,,King,2686513,2,good,TEACHER,PROFESSOR,5.0
Foreign Languages & Literature,1754,Brigham Young University - Idaho,Errol,,King,1700206,20,good,TEACHER,PROFESSOR,4.2
Religion,1754,Brigham Young University - Idaho,Seth,,King,2000595,10,good,TEACHER,PROFESSOR,3.5
Mechanical Engineering,1754,Brigham Young University - Idaho,Malia ,,Kinghorn,2884646,4,good,TEACHER,PROFESSOR,4.8
Religion,1754,Brigham Young University - Idaho,Brian,,Kinghorn,634531,132,good,TEACHER,PROFESSOR,4.6
Mechanical Engineering,1754,Brigham Young University - Idaho,Kyle,,Kinghorn,1967708,24,good,TEACHER,PROFESSOR,4.9
Construction,1754,Brigham Young University - Idaho,K.,,Kinville,3019743,0,zero,TEACHER,PROFESSOR,N/A
Construction,1754,Brigham Young University - Idaho,Ron,,Kinville,2566928,39,good,TEACHER,PROFESSOR,4.2
Computer Science,1754,Brigham Young University - Idaho,Jon,,Kirby,2350763,0,zero,TEACHER,PROFESSOR,N/A
Political Science,1754,Brigham Young University - Idaho,Jill,,Kirkham,1872638,15,good,TEACHER,PROFESSOR,3.8
Political Science,1754,Brigham Young University - Idaho,Michael,,Kirkham,2270566,3,good,TEACHER,PROFESSOR,5.0
English,1754,Brigham Young University - Idaho,Paulette ,,Kirkham,2992729,2,average,TEACHER,PROFESSOR,3.0
Academic Services,1754,Brigham Young University - Idaho,Paulette,,Kirkham,2028000,127,good,TEACHER,PROFESSOR,4.9
Computer Information Technology,1754,Brigham Young University - Idaho,Earl,,Kirkland,2708982,2,good,TEACHER,PROFESSOR,5.0
Religion,1754,Brigham Young University - Idaho,Stan,,Kivett,919859,111,good,TEACHER,PROFESSOR,4.3
Religion,1754,Brigham Young University - Idaho,Stanley,W.,Kivett,2027986,6,good,TEACHER,PROFESSOR,4.5
Religion,1754,Brigham Young University - Idaho,Nate,,Kjar,2732619,1,good,TEACHER,PROFESSOR,5.0
Art,1754,Brigham Young University - Idaho,Andrew,,Klc,2448732,4,average,TEACHER,PROFESSOR,3.2
International Studies,1754,Brigham Young University - Idaho,Julia,,Klebingat,2517583,0,zero,TEACHER,PROFESSOR,N/A
Computer Information Technology,1754,Brigham Young University - Idaho,Matthew,,Klein,2245620,2,poor,TEACHER,PROFESSOR,1.5
Music,1754,Brigham Young University - Idaho,Jon,,Klein,1591774,14,good,TEACHER,PROFESSOR,3.5
Health Science,1754,Brigham Young University - Idaho,Elise,,Klingler,2111751,17,good,TEACHER,PROFESSOR,4.8
Home amp Family Studies,1754,Brigham Young University - Idaho,Douglas,,Klingler,2479116,2,good,TEACHER,PROFESSOR,5.0
Health Science,1754,Brigham Young University - Idaho,Greg,,Klingler,1377336,66,good,TEACHER,PROFESSOR,4.8
Online Learning,1754,Brigham Young University - Idaho,Marcia,,Kmetz,2609944,9,average,TEACHER,PROFESSOR,3.3
Music,1754,Brigham Young University - Idaho,Ruth,Ellen,Knapp,2846117,5,good,TEACHER,PROFESSOR,4.2
Home amp Family Studies,1754,Brigham Young University - Idaho,Christie,,Knight,2479121,8,poor,TEACHER,PROFESSOR,2.0
Communication,1754,Brigham Young University - Idaho,Doug,,Knutson,1413926,2,good,TEACHER,PROFESSOR,4.5
Home & Family Studies,1754,Brigham Young University - Idaho,Alana,,Knutson,2608101,3,good,TEACHER,PROFESSOR,4.0
Career Development,1754,Brigham Young University - Idaho,Lee,,Koelliker,2712401,0,zero,TEACHER,PROFESSOR,N/A
Online Learning,1754,Brigham Young University - Idaho,Scott,,Koenig,2173710,4,poor,TEACHER,PROFESSOR,2.2
Art,1754,Brigham Young University - Idaho,Hans,,Koepsell,2610856,2,good,TEACHER,PROFESSOR,5.0
Architecture,1754,Brigham Young University - Idaho,Kalvin,,Koetting,3037322,1,good,TEACHER,PROFESSOR,5.0
History,1754,Brigham Young University - Idaho,Mary,,Koeven,2269557,0,zero,TEACHER,PROFESSOR,N/A
Health Science,1754,Brigham Young University - Idaho,Heather,,Kofoed,2324706,6,good,TEACHER,PROFESSOR,4.2
Computer Information Technology,1754,Brigham Young University - Idaho,Kenneth,,Konecki,2540954,0,zero,TEACHER,PROFESSOR,N/A
Humanities,1754,Brigham Young University - Idaho,Emily,,Koon,2059915,13,good,TEACHER,PROFESSOR,4.8
Psychology,1754,Brigham Young University - Idaho,Cathy,,Kotter,1384949,0,zero,TEACHER,PROFESSOR,N/A
Accounting,1754,Brigham Young University - Idaho,Scott,,Kriebel,2158457,16,good,TEACHER,PROFESSOR,4.4
Online Learning,1754,Brigham Young University - Idaho,Kevin,,Krogh,1809383,10,average,TEACHER,PROFESSOR,2.5
Foundations,1754,Brigham Young University - Idaho,Lauren,,Krutko,2282059,3,good,TEACHER,PROFESSOR,4.7
Physical Education,1754,Brigham Young University - Idaho,Camryn,,Kubie,2022616,1,good,TEACHER,PROFESSOR,5.0
Online Learning,1754,Brigham Young University - Idaho,Duncan,,Kuehn,1888445,18,good,TEACHER,PROFESSOR,4.8
Recreation,1754,Brigham Young University - Idaho,Steve,,Kugath,780144,10,good,TEACHER,PROFESSOR,4.8
Home amp Family Studies,1754,Brigham Young University - Idaho,Michael,,Kuhle,2479125,5,good,TEACHER,PROFESSOR,4.8
Computer Science,1754,Brigham Young University - Idaho,Robert,,Kumar,2785764,1,good,TEACHER,PROFESSOR,5.0
Foreign Languages & Literature,1754,Brigham Young University - Idaho,Ed,,Kumferman,345065,58,good,TEACHER,PROFESSOR,4.6
Religion,1754,Brigham Young University - Idaho,Kory,,Kunz,894515,31,good,TEACHER,PROFESSOR,4.8
Art,1754,Brigham Young University - Idaho,Emily,,Kunz,1909639,9,good,TEACHER,PROFESSOR,4.3
General Studies,1754,Brigham Young University - Idaho,Connor,,Kunz,2240883,8,good,TEACHER,PROFESSOR,5.0
Foundations,1754,Brigham Young University - Idaho,Suzette,Gee,Kunz,2472488,2,good,TEACHER,PROFESSOR,4.0
Online Learning,1754,Brigham Young University - Idaho,Caitlin,,Kunz,2581768,3,average,TEACHER,PROFESSOR,3.3
Mechanical Engineering,1754,Brigham Young University - Idaho,Howard,,Kunz,2707519,3,good,TEACHER,PROFESSOR,4.3
Computer Science,1754,Brigham Young University - Idaho,Ephraim,,Kunz,2891261,1,good,TEACHER,PROFESSOR,4.0
English,1754,Brigham Young University - Idaho,Suzette,,Kunz,2065941,19,good,TEACHER,PROFESSOR,4.4
Religion,1754,Brigham Young University - Idaho,David,,Kunzler,2636388,3,good,TEACHER,PROFESSOR,3.7
Business,1754,Brigham Young University - Idaho,Jayson,,Kunzler,913554,61,average,TEACHER,PROFESSOR,3.1
Business,1754,Brigham Young University - Idaho,Bruce,,Kusch,925455,15,average,TEACHER,PROFESSOR,2.9
Home & Family Studies,1754,Brigham Young University - Idaho,Alynda,,Kusch,1455082,4,average,TEACHER,PROFESSOR,3.2
Mathematics,1754,Brigham Young University - Idaho,Katie,,Kuykendall,1884878,1,good,TEACHER,PROFESSOR,5.0
Child & Family Studies,1754,Brigham Young University - Idaho,Sharla,,Kwarm,2708703,14,average,TEACHER,PROFESSOR,2.8
Recreation,1754,Brigham Young University - Idaho,Black,,Kyle L,2777393,0,zero,TEACHER,PROFESSOR,N/A
Humanities,1754,Brigham Young University - Idaho,Maria,,LaBarge,2854065,0,zero,TEACHER,PROFESSOR,N/A
Career Development,1754,Brigham Young University - Idaho,Amy,,Labaugh,926048,16,average,TEACHER,PROFESSOR,3.4
Communication,1754,Brigham Young University - Idaho,Jack,,Labaugh,1324264,46,good,TEACHER,PROFESSOR,4.1
History,1754,Brigham Young University - Idaho,Mel,,Labrum,1806866,5,good,TEACHER,PROFESSOR,5.0
Economics,1754,Brigham Young University - Idaho,Brock,,Lacy,2293486,9,good,TEACHER,PROFESSOR,3.8
Accounting,1754,Brigham Young University - Idaho,Tressa,,Lacy,2643919,4,good,TEACHER,PROFESSOR,4.0
Theology,1754,Brigham Young University - Idaho,Doug,,Ladle,176818,31,good,TEACHER,PROFESSOR,4.1
Business,1754,Brigham Young University - Idaho,Justin,,Lafeen,2128610,3,average,TEACHER,PROFESSOR,3.3
Biology,1754,Brigham Young University - Idaho,Jacob,,LaFond,2178824,2,good,TEACHER,PROFESSOR,5.0
Mathematics,1754,Brigham Young University - Idaho,Ronald,,Lagerstorm,1387746,5,good,TEACHER,PROFESSOR,5.0
Humanities,1754,Brigham Young University - Idaho,karyn Lai,Karyn,Lai,2499375,0,zero,TEACHER,PROFESSOR,N/A
Business,1754,Brigham Young University - Idaho,Bryan,,Lake,2685531,5,good,TEACHER,PROFESSOR,5.0
Child & Family Studies,1754,Brigham Young University - Idaho,Heather,,Lake,1913419,18,good,TEACHER,PROFESSOR,4.4
Animal Science,1754,Brigham Young University - Idaho,James,,Lamb,925440,5,good,TEACHER,PROFESSOR,4.8
Music,1754,Brigham Young University - Idaho,Audrey,,Lambert,2158257,4,average,TEACHER,PROFESSOR,3.2
Child & Family Studies,1754,Brigham Young University - Idaho,VJ,,Lammons,888520,11,good,TEACHER,PROFESSOR,4.8
Home  Family Studies,1754,Brigham Young University - Idaho,V.J.,,Lammons,2024564,0,zero,TEACHER,PROFESSOR,N/A
Political Science,1754,Brigham Young University - Idaho,Jeremy,,Lamoreaux,491706,75,good,TEACHER,PROFESSOR,4.6
Health Science,1754,Brigham Young University - Idaho,James,,Lamph,189409,70,average,TEACHER,PROFESSOR,3.3
Business,1754,Brigham Young University - Idaho,Grant,,Lamphere,2571048,7,good,TEACHER,PROFESSOR,4.9
Sociology,1754,Brigham Young University - Idaho,Shannon ,,Landheim,2915500,0,zero,TEACHER,PROFESSOR,N/A
Religion,1754,Brigham Young University - Idaho,Shannon,,Landheim,1865786,15,good,TEACHER,PROFESSOR,4.3
Mathematics,1754,Brigham Young University - Idaho,Becky,,Landon,2432985,16,average,TEACHER,PROFESSOR,3.4
Religion,1754,Brigham Young University - Idaho,Matthew,,Langton,2543625,1,poor,TEACHER,PROFESSOR,1.0
Physical Education,1754,Brigham Young University - Idaho,Tiffani,,Lankford,964536,3,good,TEACHER,PROFESSOR,4.7
Health  Human Performance,1754,Brigham Young University - Idaho,David,E.,Lankford,1993184,1,average,TEACHER,PROFESSOR,3.0
Physical Ed,1754,Brigham Young University - Idaho,Eli,,Lankford,804777,42,average,TEACHER,PROFESSOR,3.3
Education,1754,Brigham Young University - Idaho,Karla,A,Laorange,1913648,33,good,TEACHER,PROFESSOR,4.9
Biology,1754,Brigham Young University - Idaho,Sampson ,M,Lapierre,2015911,97,good,TEACHER,PROFESSOR,4.4
General Studies,1754,Brigham Young University - Idaho,David,,Larsen,1884279,3,good,TEACHER,PROFESSOR,3.5
Religion,1754,Brigham Young University - Idaho,Michael,,Larsen,2538655,0,zero,TEACHER,PROFESSOR,N/A
Art,1754,Brigham Young University - Idaho,Lara,,Larsen,3018212,0,zero,TEACHER,PROFESSOR,N/A
Religion,1754,Brigham Young University - Idaho,Chad,,Larsen,2357848,9,good,TEACHER,PROFESSOR,4.8
Sociology,1754,Brigham Young University - Idaho,Elisabeth,,Larsen,2479379,5,good,TEACHER,PROFESSOR,4.8
Dance,1754,Brigham Young University - Idaho,Gary,,Larsen,1183535,29,good,TEACHER,PROFESSOR,4.8
Sociology,1754,Brigham Young University - Idaho,Elizabeth,,Larsen,1802669,6,good,TEACHER,PROFESSOR,4.2
Communication,1754,Brigham Young University - Idaho,Kristen,Elizabeth,Larson,2151162,2,good,TEACHER,PROFESSOR,5.0
Religion,1754,Brigham Young University - Idaho,Chad,,Larson,2616618,0,zero,TEACHER,PROFESSOR,N/A
Religion,1754,Brigham Young University - Idaho,Gene,,Larson,2976957,0,zero,TEACHER,PROFESSOR,N/A
Music,1754,Brigham Young University - Idaho,Emily,,Lassen,1703493,2,good,TEACHER,PROFESSOR,4.5
Art,1754,Brigham Young University - Idaho,Mike,,Laughead,2630211,7,good,TEACHER,PROFESSOR,4.9
Home & Family Studies,1754,Brigham Young University - Idaho,Danielle,,Lauricella-Ketring,2867697,0,zero,TEACHER,PROFESSOR,N/A
