tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
Home & Family Studies,1754,Brigham Young University - Idaho,Holly,,Sanders ,2955251,2,good,TEACHER,PROFESSOR,5.0
Online Learning,1754,Brigham Young University - Idaho,Thomas,,Sanford,2919331,0,zero,TEACHER,PROFESSOR,N/A
Business,1754,Brigham Young University - Idaho,Aaron,,Sanns,2046441,16,good,TEACHER,PROFESSOR,4.2
Geology,1754,Brigham Young University - Idaho,Chris,,Sant,1798921,27,good,TEACHER,PROFESSOR,3.6
Accounting,1754,Brigham Young University - Idaho,Gordon,,Santhoff,1430582,5,good,TEACHER,PROFESSOR,4.3
Political Science,1754,Brigham Young University - Idaho,Jarinete,,Santos,2340393,8,poor,TEACHER,PROFESSOR,1.4
Computer Science,1754,Brigham Young University - Idaho,Victor,,Sanuy,2499163,4,average,TEACHER,PROFESSOR,2.5
Chemistry,1754,Brigham Young University - Idaho,Ryan,,Sargeant,592109,95,good,TEACHER,PROFESSOR,4.0
Recreation,1754,Brigham Young University - Idaho,Kristen,,Sargis,1806616,1,poor,TEACHER,PROFESSOR,1.5
Health Science,1754,Brigham Young University - Idaho,Anna,,Sarver,2410156,8,good,TEACHER,PROFESSOR,4.0
Religion,1754,Brigham Young University - Idaho,Bruce,,Satterfield,67056,149,average,TEACHER,PROFESSOR,3.5
Business,1754,Brigham Young University - Idaho,Gordon ,,Satthoff,1938944,3,average,TEACHER,PROFESSOR,2.8
Business,1754,Brigham Young University - Idaho,Seth,,Saunders,2468436,5,good,TEACHER,PROFESSOR,4.6
Mathematics,1754,Brigham Young University - Idaho,Garrett,,Saunders,1368134,158,good,TEACHER,PROFESSOR,4.7
Engineering Technology,1754,Brigham Young University - Idaho,David,,Saunders,1688414,9,good,TEACHER,PROFESSOR,3.7
Religion,1754,Brigham Young University - Idaho,Jonathan,,Saunders,1869465,12,good,TEACHER,PROFESSOR,4.2
Religion,1754,Brigham Young University - Idaho, Tiffany Ann,,Savage,2966691,0,zero,TEACHER,PROFESSOR,N/A
Religion,1754,Brigham Young University - Idaho,Tiffany,,Savage,1994107,137,good,TEACHER,PROFESSOR,3.8
Art,1754,Brigham Young University - Idaho,Erin,,Scardena,2753478,2,good,TEACHER,PROFESSOR,5.0
Humanities,1754,Brigham Young University - Idaho,Eric,,Schaad,1855452,9,poor,TEACHER,PROFESSOR,1.8
Health Science,1754,Brigham Young University - Idaho,Brian,,Schaat,790042,38,average,TEACHER,PROFESSOR,3.2
Mechanical Engineering,1754,Brigham Young University - Idaho,Aaron,,Schellenberg,751269,53,good,TEACHER,PROFESSOR,4.3
Physical Ed,1754,Brigham Young University - Idaho,Jerry,,Schlegelmilch,696285,28,good,TEACHER,PROFESSOR,4.4
Biology,1754,Brigham Young University - Idaho,Caden,,Schlund,2425457,1,good,TEACHER,PROFESSOR,4.0
Automotive Technology,1754,Brigham Young University - Idaho,Aaron,,Schmalle,2029444,7,average,TEACHER,PROFESSOR,3.4
Theater,1754,Brigham Young University - Idaho,Steven,,Schmid,2654055,0,zero,TEACHER,PROFESSOR,N/A
Theater,1754,Brigham Young University - Idaho,Katherine,T,Schmid,1988187,31,good,TEACHER,PROFESSOR,4.7
Health Science,1754,Brigham Young University - Idaho,Jarom,,Schmidt,2116558,4,average,TEACHER,PROFESSOR,2.5
Business,1754,Brigham Young University - Idaho,Brian,,Schmidt,2156668,4,good,TEACHER,PROFESSOR,4.3
Humanities amp Philosophy,1754,Brigham Young University - Idaho,Brent James,,Schmidt,2631426,2,good,TEACHER,PROFESSOR,3.5
Humanities & Philosophy,1754,Brigham Young University - Idaho,Brian ,,Schmidt,2976083,1,good,TEACHER,PROFESSOR,5.0
Humanities,1754,Brigham Young University - Idaho,Brent,,Schmidt,1808788,89,average,TEACHER,PROFESSOR,3.4
Religion,1754,Brigham Young University - Idaho,Brent,,Schmidt,2038186,52,poor,TEACHER,PROFESSOR,2.1
Mechanical Engineering,1754,Brigham Young University - Idaho,Parker,,Schnepf,2866137,3,poor,TEACHER,PROFESSOR,1.7
General Studies,1754,Brigham Young University - Idaho,Janet,,Schoen,2819420,0,zero,TEACHER,PROFESSOR,N/A
Construction,1754,Brigham Young University - Idaho,Paul,,Scholes,1727944,13,poor,TEACHER,PROFESSOR,1.6
Communication,1754,Brigham Young University - Idaho,Delaina,,Scholes,1004567,57,good,TEACHER,PROFESSOR,4.1
Library Science,1754,Brigham Young University - Idaho,Debora,,Scholes,1420825,6,good,TEACHER,PROFESSOR,4.6
Communication,1754,Brigham Young University - Idaho,Delania,,Scholes,1942873,11,average,TEACHER,PROFESSOR,3.0
Mathematics,1754,Brigham Young University - Idaho,Katie,,Scholz,2158308,12,good,TEACHER,PROFESSOR,4.1
Education,1754,Brigham Young University - Idaho,Michelle,,Schow,1702634,13,good,TEACHER,PROFESSOR,4.7
Business,1754,Brigham Young University - Idaho,Tod,,Schroeder,2589086,6,poor,TEACHER,PROFESSOR,2.2
Construction,1754,Brigham Young University - Idaho,Kirk,,Schroeder,2706343,5,good,TEACHER,PROFESSOR,4.8
Art,1754,Brigham Young University - Idaho,Kari,,Schuerch,1602434,9,average,TEACHER,PROFESSOR,3.1
English,1754,Brigham Young University - Idaho,Talsan,,Schulzke,1036830,12,average,TEACHER,PROFESSOR,3.2
Foreign Languages & Literature,1754,Brigham Young University - Idaho,Bob,,Schwartz,974225,12,average,TEACHER,PROFESSOR,3.3
Computer Information Technology,1754,Brigham Young University - Idaho,Blake,,Schwendiman,2463666,2,good,TEACHER,PROFESSOR,5.0
Dance,1754,Brigham Young University - Idaho,Bethany,,Schwieder,1597645,1,good,TEACHER,PROFESSOR,3.5
English,1754,Brigham Young University - Idaho,Lora,,Schwieger,3014445,0,zero,TEACHER,PROFESSOR,N/A
Health Science,1754,Brigham Young University - Idaho,Geoff,,Schwiermann,1900448,2,poor,TEACHER,PROFESSOR,1.0
English,1754,Brigham Young University - Idaho,Shelby,,Scoffield,3020986,1,poor,TEACHER,PROFESSOR,1.0
English,1754,Brigham Young University - Idaho,Cammron,C,Scott,1943081,0,zero,TEACHER,PROFESSOR,N/A
Chemistry,1754,Brigham Young University - Idaho,Jennifer,,Scott,2306899,1,poor,TEACHER,PROFESSOR,2.0
Psychology,1754,Brigham Young University - Idaho,Jessica,,Scott,1981430,5,poor,TEACHER,PROFESSOR,1.9
English,1754,Brigham Young University - Idaho,Kristie,,Scott,1702365,16,average,TEACHER,PROFESSOR,2.7
Home & Family Studies,1754,Brigham Young University - Idaho,Melynda,,Scott,2840974,0,zero,TEACHER,PROFESSOR,N/A
Home & Family Studies,1754,Brigham Young University - Idaho,Malynda,,Scott,2840979,0,zero,TEACHER,PROFESSOR,N/A
Business,1754,Brigham Young University - Idaho,Thomas,,Scott,2430408,90,good,TEACHER,PROFESSOR,5.0
Biology,1754,Brigham Young University - Idaho,Jerry,,Scrivner,791291,21,good,TEACHER,PROFESSOR,3.8
Music,1754,Brigham Young University - Idaho,Shaun,,Scrivner,1242285,2,good,TEACHER,PROFESSOR,4.5
Religion,1754,Brigham Young University - Idaho,Shauna,,Seamons,2299442,49,average,TEACHER,PROFESSOR,3.2
Religion,1754,Brigham Young University - Idaho,Robert,,Seamons,2849905,1,good,TEACHER,PROFESSOR,5.0
Education,1754,Brigham Young University - Idaho,Rhonda,,Seamons,633430,78,good,TEACHER,PROFESSOR,4.5
Religion,1754,Brigham Young University - Idaho,Rhonda,,Seamons,1935752,7,good,TEACHER,PROFESSOR,4.4
Theater,1754,Brigham Young University - Idaho,Chloe,,Seare,2717630,0,zero,TEACHER,PROFESSOR,N/A
Music,1754,Brigham Young University - Idaho,Michael,,Seare,2832266,0,zero,TEACHER,PROFESSOR,N/A
Music,1754,Brigham Young University - Idaho,Micheal ,,Seare,2856610,0,zero,TEACHER,PROFESSOR,N/A
Online Learning,1754,Brigham Young University - Idaho,Jared,,Searle,2198869,6,good,TEACHER,PROFESSOR,4.0
Religion,1754,Brigham Young University - Idaho,Brian,,Seedall,1136134,2,good,TEACHER,PROFESSOR,5.0
Home amp Family Studies,1754,Brigham Young University - Idaho,Ryan,,Seedall,2476460,1,good,TEACHER,PROFESSOR,5.0
Communication,1754,Brigham Young University - Idaho,Kimberli,,Seely,2920799,0,zero,TEACHER,PROFESSOR,N/A
English,1754,Brigham Young University - Idaho,Juliann,,Self,2630207,3,good,TEACHER,PROFESSOR,4.7
Education,1754,Brigham Young University - Idaho,Jennifer,,Selfaison,2771021,0,zero,TEACHER,PROFESSOR,N/A
Education,1754,Brigham Young University - Idaho,Jennette,,Selfaison,2771022,4,average,TEACHER,PROFESSOR,3.0
Education,1754,Brigham Young University - Idaho,Matthew David,,Sellers,2991059,0,zero,TEACHER,PROFESSOR,N/A
Education,1754,Brigham Young University - Idaho,Matt,,Sellers,1042328,28,good,TEACHER,PROFESSOR,4.2
Biology,1754,Brigham Young University - Idaho,Steven,,Semadeni,2854662,3,good,TEACHER,PROFESSOR,5.0
Business,1754,Brigham Young University - Idaho,Patricia,,Sessions,2577416,4,good,TEACHER,PROFESSOR,4.5
Architecture,1754,Brigham Young University - Idaho,Michael,,Sessions,1995055,12,good,TEACHER,PROFESSOR,4.4
Animal Science,1754,Brigham Young University - Idaho,Jerald,H.,Severe,1850083,20,good,TEACHER,PROFESSOR,3.8
Economics,1754,Brigham Young University - Idaho,Edwin,,Sexton,881757,26,good,TEACHER,PROFESSOR,4.5
Child & Family Studies,1754,Brigham Young University - Idaho,Kristi,,Sexton,2505287,9,average,TEACHER,PROFESSOR,2.9
English,1754,Brigham Young University - Idaho,Russel,,Shaffer,1800476,16,good,TEACHER,PROFESSOR,4.2
Computer Information Technology,1754,Brigham Young University - Idaho,Scott,,Shaffer,2886493,2,average,TEACHER,PROFESSOR,2.5
Mathematics,1754,Brigham Young University - Idaho,Tejashwini,,Sharma,1972777,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1754,Brigham Young University - Idaho,Jared,,Shaw,1520366,1,poor,TEACHER,PROFESSOR,1.0
Computer Information Technology,1754,Brigham Young University - Idaho,Lucien,,Shaw,2840729,0,zero,TEACHER,PROFESSOR,N/A
Physics,1754,Brigham Young University - Idaho,Mary,Amanda,Shaw,2611748,1,average,TEACHER,PROFESSOR,3.0
Health Science,1754,Brigham Young University - Idaho,Larry,,Shaw,790539,30,good,TEACHER,PROFESSOR,3.7
Biology,1754,Brigham Young University - Idaho,Jason,,Shaw,1054628,145,good,TEACHER,PROFESSOR,4.3
Management,1754,Brigham Young University - Idaho,Marcus,,Shawcroft,2735229,2,average,TEACHER,PROFESSOR,2.5
Communication,1754,Brigham Young University - Idaho,Sara,,Shawcroft,2738979,1,good,TEACHER,PROFESSOR,4.0
Art,1754,Brigham Young University - Idaho,Seanin,,Shearn,2823652,10,good,TEACHER,PROFESSOR,4.4
Marketing,1754,Brigham Young University - Idaho,Byron,,Shefchik,2916942,0,zero,TEACHER,PROFESSOR,N/A
Business,1754,Brigham Young University - Idaho,Daniel ,,Sheko,2885632,0,zero,TEACHER,PROFESSOR,N/A
Foreign Languages & Literature,1754,Brigham Young University - Idaho,Lei,,Shen,929175,49,good,TEACHER,PROFESSOR,4.0
Foundations,1754,Brigham Young University - Idaho,Jannette,,Sherman,2376220,9,good,TEACHER,PROFESSOR,3.7
History,1754,Brigham Young University - Idaho,Janet,,Sherman,2357512,3,good,TEACHER,PROFESSOR,3.7
Business,1754,Brigham Young University - Idaho,Kevin,,Shiley,1026142,22,good,TEACHER,PROFESSOR,3.7
Accounting,1754,Brigham Young University - Idaho,Elise,,Shipley,3023407,0,zero,TEACHER,PROFESSOR,N/A
Online Learning,1754,Brigham Young University - Idaho,Elise,,Shipley,2606580,6,poor,TEACHER,PROFESSOR,2.0
Online Learning,1754,Brigham Young University - Idaho,Kaly,G,Shippen,1889664,1,good,TEACHER,PROFESSOR,5.0
Physical Education,1754,Brigham Young University - Idaho,Trent,,Shippen,2844958,1,good,TEACHER,PROFESSOR,5.0
Online Learning,1754,Brigham Young University - Idaho,Steven ,R,Shisley,2038319,11,good,TEACHER,PROFESSOR,4.5
Biology,1754,Brigham Young University - Idaho,Heidi,,Showalter,2611060,1,good,TEACHER,PROFESSOR,5.0
Accounting,1754,Brigham Young University - Idaho,Travis,,Shreeve,1988137,3,average,TEACHER,PROFESSOR,2.5
Religion,1754,Brigham Young University - Idaho,David,,Shumway,2117908,11,good,TEACHER,PROFESSOR,4.8
Sociology,1754,Brigham Young University - Idaho,Emily,,Shurtleff,2505111,4,good,TEACHER,PROFESSOR,5.0
Communication,1754,Brigham Young University - Idaho,Austin,,Shurtliff,2109805,4,average,TEACHER,PROFESSOR,2.5
Geology,1754,Brigham Young University - Idaho,Ryan,,Shurtliff,2550828,13,average,TEACHER,PROFESSOR,3.0
Theater,1754,Brigham Young University - Idaho,David,,Sidwell,2416680,1,good,TEACHER,PROFESSOR,4.0
Communication,1754,Brigham Young University - Idaho,Nicole,,Siegel,2389527,1,good,TEACHER,PROFESSOR,5.0
Communication,1754,Brigham Young University - Idaho,Nikki,,Siegel,2503816,3,good,TEACHER,PROFESSOR,4.3
Automotive Technology,1754,Brigham Young University - Idaho,Matt,,Sieler,2553781,2,good,TEACHER,PROFESSOR,5.0
General Studies,1754,Brigham Young University - Idaho,Art,,Silva,2167603,3,good,TEACHER,PROFESSOR,4.3
History,1754,Brigham Young University - Idaho,Arthur,,Silva,2980057,0,zero,TEACHER,PROFESSOR,N/A
Biology,1754,Brigham Young University - Idaho,Hayley,,Sim,2538426,2,good,TEACHER,PROFESSOR,3.5
Chemistry,1754,Brigham Young University - Idaho,Melissa,A.,Simmons,2382925,0,zero,TEACHER,PROFESSOR,N/A
Economics,1754,Brigham Young University - Idaho,skyler,,simnitt,2893115,0,zero,TEACHER,PROFESSOR,N/A
Foundations,1754,Brigham Young University - Idaho,Russ,,Simon,2261651,1,good,TEACHER,PROFESSOR,5.0
Child  Family Studies,1754,Brigham Young University - Idaho,Tracie,,Simon,2074344,29,good,TEACHER,PROFESSOR,3.8
Online Learning,1754,Brigham Young University - Idaho,Jill,,Simonson,2320703,5,good,TEACHER,PROFESSOR,4.2
Computer Information Technology,1754,Brigham Young University - Idaho,Dan,,Simper,2704293,2,good,TEACHER,PROFESSOR,4.5
Computer Information Technology,1754,Brigham Young University - Idaho,Mike,,Simpson,2068832,3,good,TEACHER,PROFESSOR,4.5
Child  Family Studies,1754,Brigham Young University - Idaho,Brad,,Simpson,2220482,3,poor,TEACHER,PROFESSOR,2.3
Health Science,1754,Brigham Young University - Idaho,Russell,,Singleton,2185806,4,good,TEACHER,PROFESSOR,4.3
Mathematics,1754,Brigham Young University - Idaho,John,,Sinkovic,2785666,2,good,TEACHER,PROFESSOR,5.0
Physical Education,1754,Brigham Young University - Idaho,Wally,,Siwachok,966857,4,good,TEACHER,PROFESSOR,4.4
Geology,1754,Brigham Young University - Idaho,Megan,,Sjoblom,2609827,9,good,TEACHER,PROFESSOR,4.1
International Studies,1754,Brigham Young University - Idaho,Andrew,,Skabelund,2508686,1,poor,TEACHER,PROFESSOR,1.0
Psychology,1754,Brigham Young University - Idaho,Jon,,Skalski,2520240,491,good,TEACHER,PROFESSOR,4.6
Psychology,1754,Brigham Young University - Idaho,Jonathan,,Skalski,2781379,26,good,TEACHER,PROFESSOR,4.6
Business,1754,Brigham Young University - Idaho,Becki,,Skidmore,2450472,1,good,TEACHER,PROFESSOR,4.0
Recreation,1754,Brigham Young University - Idaho,Brook,,Skidmore,2272457,6,good,TEACHER,PROFESSOR,4.8
Mathematics,1754,Brigham Young University - Idaho,Richard,,Skifton,2081112,4,good,TEACHER,PROFESSOR,4.4
Music,1754,Brigham Young University - Idaho,Josh,,Skinner,1894155,2,poor,TEACHER,PROFESSOR,1.5
Communication,1754,Brigham Young University - Idaho,Marc,,Skinner,1273649,15,good,TEACHER,PROFESSOR,4.5
Agribusiness,1754,Brigham Young University - Idaho,Jeremy,,Slade,1250822,39,good,TEACHER,PROFESSOR,3.8
English,1754,Brigham Young University - Idaho,Jefferson D,,Slagle,1700541,45,good,TEACHER,PROFESSOR,4.1
Accounting,1754,Brigham Young University - Idaho,Mark,,Slaughter,2967538,0,zero,TEACHER,PROFESSOR,N/A
Accounting,1754,Brigham Young University - Idaho,Grant,,Sleight,2737071,1,poor,TEACHER,PROFESSOR,1.0
Not Specified,1754,Brigham Young University - Idaho,Mark,,Sloan,1803612,4,good,TEACHER,PROFESSOR,3.5
English,1754,Brigham Young University - Idaho,John Paul,,Sloop,1497150,62,good,TEACHER,PROFESSOR,4.9
Child & Family Studies,1754,Brigham Young University - Idaho,Jolene,,Smith,589445,26,average,TEACHER,PROFESSOR,2.8
Not Specified,1754,Brigham Young University - Idaho,Jeffery,,Smith,1591772,1,good,TEACHER,PROFESSOR,4.0
Business,1754,Brigham Young University - Idaho,Corey,,Smith,1595052,3,good,TEACHER,PROFESSOR,4.0
Religion,1754,Brigham Young University - Idaho,Brian,,Smith,1612720,13,good,TEACHER,PROFESSOR,5.0
Dance,1754,Brigham Young University - Idaho,Kyle,,Smith,1777457,2,good,TEACHER,PROFESSOR,3.5
Health & Human Performance,1754,Brigham Young University - Idaho,Jesse,,Smith,1785485,7,good,TEACHER,PROFESSOR,4.0
Economics,1754,Brigham Young University - Idaho,Garvin,,Smith,1988889,13,average,TEACHER,PROFESSOR,3.4
Geography,1754,Brigham Young University - Idaho,Eric,,Smith,1996702,11,average,TEACHER,PROFESSOR,3.4
Online Learning,1754,Brigham Young University - Idaho,Vivian,Dianne,Smith,2128502,1,good,TEACHER,PROFESSOR,5.0
Foundations,1754,Brigham Young University - Idaho,Laura,,Smith,2245851,5,good,TEACHER,PROFESSOR,5.0
Nursing,1754,Brigham Young University - Idaho,Sinjin,,Smith,2481557,0,zero,TEACHER,PROFESSOR,N/A
Health Science,1754,Brigham Young University - Idaho,Catherine,N,Smith,2608794,2,good,TEACHER,PROFESSOR,5.0
Health Science,1754,Brigham Young University - Idaho,Caty,,Smith,2627594,0,zero,TEACHER,PROFESSOR,N/A
Religion,1754,Brigham Young University - Idaho,Daniel,S.,Smith,2400426,3,average,TEACHER,PROFESSOR,3.0
Sociology,1754,Brigham Young University - Idaho,Stephen,,Smith,140174,217,good,TEACHER,PROFESSOR,4.4
Business,1754,Brigham Young University - Idaho,Marquis,,Smith,2245020,5,good,TEACHER,PROFESSOR,3.8
Biology,1754,Brigham Young University - Idaho,Cody,,Smith,2416696,52,good,TEACHER,PROFESSOR,3.6
Home amp Family Studies,1754,Brigham Young University - Idaho,Cindy,,Smith,2524213,12,good,TEACHER,PROFESSOR,4.5
Communication,1754,Brigham Young University - Idaho,Janeal,,Smith,2636573,4,good,TEACHER,PROFESSOR,4.8
Geology,1754,Brigham Young University - Idaho,Kade,,Smith,2666887,2,good,TEACHER,PROFESSOR,3.5
Electrical Engineering,1754,Brigham Young University - Idaho,Todd,,Smith,2684041,12,good,TEACHER,PROFESSOR,4.6
Mechanical Engineering,1754,Brigham Young University - Idaho,Aaron,,Smith,2751774,7,good,TEACHER,PROFESSOR,4.4
Computer Science,1754,Brigham Young University - Idaho,Matthew,,Smith,2772178,1,poor,TEACHER,PROFESSOR,1.0
Health Science,1754,Brigham Young University - Idaho,Aaron,,Smith,2848779,1,poor,TEACHER,PROFESSOR,2.0
Mechanical Engineering,1754,Brigham Young University - Idaho,Arron,,Smith,2850836,2,good,TEACHER,PROFESSOR,5.0
Education,1754,Brigham Young University - Idaho,Heidi,,Smith,2920101,1,good,TEACHER,PROFESSOR,5.0
Biology,1754,Brigham Young University - Idaho,Lindsay,,Smith,3016486,1,good,TEACHER,PROFESSOR,5.0
Computer Science,1754,Brigham Young University - Idaho,Kevin,,Smith,878286,22,average,TEACHER,PROFESSOR,3.3
Mathematics,1754,Brigham Young University - Idaho,Nicole,,Smith,1698527,7,good,TEACHER,PROFESSOR,4.4
Religion,1754,Brigham Young University - Idaho,Aaron,,Smith,1810879,7,good,TEACHER,PROFESSOR,3.6
Political Science,1754,Brigham Young University - Idaho,Travis,S,Smith,1823280,61,average,TEACHER,PROFESSOR,3.0
English,1754,Brigham Young University - Idaho,Melanie,,Smith,1986883,6,good,TEACHER,PROFESSOR,3.5
Online Learning,1754,Brigham Young University - Idaho,Brandie,L,Smith,2096560,6,good,TEACHER,PROFESSOR,4.8
Theater,1754,Brigham Young University - Idaho,Alex,,Smith,2110312,4,good,TEACHER,PROFESSOR,4.4
Biology,1754,Brigham Young University - Idaho,Emily,,Smith,3031989,0,zero,TEACHER,PROFESSOR,N/A
Humanities,1754,Brigham Young University - Idaho,Steven ,,Smith,3040331,1,good,TEACHER,PROFESSOR,4.0
English,1754,Brigham Young University - Idaho,Diantha,,Smith Hopkins,2304103,29,good,TEACHER,PROFESSOR,4.9
Music,1754,Brigham Young University - Idaho,Lonna Joy,,Smoot,1786482,22,good,TEACHER,PROFESSOR,4.7
Accounting,1754,Brigham Young University - Idaho,Michael,,Smyers,2242453,7,poor,TEACHER,PROFESSOR,2.1
Religion,1754,Brigham Young University - Idaho,James,,Smyth,2652756,1,average,TEACHER,PROFESSOR,3.0
Religion,1754,Brigham Young University - Idaho,Spencer,,Smyth,2535069,4,average,TEACHER,PROFESSOR,2.8
Horticulture,1754,Brigham Young University - Idaho,Blake,M,Snedaker,1779548,2,good,TEACHER,PROFESSOR,4.2
Humanities,1754,Brigham Young University - Idaho,Ryan,,Snelgrove,2188299,2,good,TEACHER,PROFESSOR,5.0
Mathematics,1754,Brigham Young University - Idaho,Jeremy,,Snell,1308682,42,good,TEACHER,PROFESSOR,4.4
Mathematics,1754,Brigham Young University - Idaho,John,,Snell,1775230,54,good,TEACHER,PROFESSOR,4.3
Computer Science,1754,Brigham Young University - Idaho,David,,Snider,2388699,4,average,TEACHER,PROFESSOR,2.5
Accounting,1754,Brigham Young University - Idaho,Steve,,Snow,2042205,25,good,TEACHER,PROFESSOR,4.9
Accounting,1754,Brigham Young University - Idaho,stephan,,snow,2046047,1,good,TEACHER,PROFESSOR,4.0
Health Science,1754,Brigham Young University - Idaho,Kristine ,,Snyder,1990571,0,zero,TEACHER,PROFESSOR,N/A
Music,1754,Brigham Young University - Idaho,Diane,,Soelberg,1145306,9,good,TEACHER,PROFESSOR,4.3
Computer Science,1754,Brigham Young University - Idaho,Eric,Brent,Sokolowsky,2755921,5,good,TEACHER,PROFESSOR,4.6
Information Systems,1754,Brigham Young University - Idaho,Randy,,Somsen,374238,49,average,TEACHER,PROFESSOR,2.9
Physical Education,1754,Brigham Young University - Idaho,Ferron,,Sonderegger,967094,7,good,TEACHER,PROFESSOR,4.6
English,1754,Brigham Young University - Idaho,Paula,,Soper,764931,104,average,TEACHER,PROFESSOR,2.5
Home & Family Studies,1754,Brigham Young University - Idaho,Alison,,Sorensen,2881261,3,poor,TEACHER,PROFESSOR,1.3
Chemistry,1754,Brigham Young University - Idaho,Kerensa,,Sorensen-Stowell,2609973,3,good,TEACHER,PROFESSOR,4.3
Chemistry,1754,Brigham Young University - Idaho,Shayne,,Sorenson,2410759,48,average,TEACHER,PROFESSOR,3.4
Chemistry,1754,Brigham Young University - Idaho,Kerensa,,Sorenson-Stowell,901596,65,good,TEACHER,PROFESSOR,4.3
Nursing,1754,Brigham Young University - Idaho,Glade,,Southam,1154937,9,average,TEACHER,PROFESSOR,2.8
Psychology,1754,Brigham Young University - Idaho,Joshua,,Southwick,1798883,0,zero,TEACHER,PROFESSOR,N/A
Religion,1754,Brigham Young University - Idaho,Ken,,Southwick,2382383,1,good,TEACHER,PROFESSOR,5.0
Business,1754,Brigham Young University - Idaho,Steve,,Southwick,2474517,1,average,TEACHER,PROFESSOR,3.0
Humanities  Philosophy,1754,Brigham Young University - Idaho,Kenneth,L.,Southwick,2152857,13,good,TEACHER,PROFESSOR,4.8
Nursing,1754,Brigham Young University - Idaho,Joni,,Spackman,1884106,2,good,TEACHER,PROFESSOR,5.0
Agronomy,1754,Brigham Young University - Idaho,Ross,,Spackman,1966168,32,good,TEACHER,PROFESSOR,3.8
Art,1754,Brigham Young University - Idaho,Shay,,Spaulding,2269560,3,good,TEACHER,PROFESSOR,3.7
Business,1754,Brigham Young University - Idaho,Brent,,Spaulding,2327334,4,average,TEACHER,PROFESSOR,2.7
Foundations,1754,Brigham Young University - Idaho,Angela,,Spear,2451005,1,average,TEACHER,PROFESSOR,3.0
Home & Family Studies,1754,Brigham Young University - Idaho,Ashley,,Spencer,2846301,0,zero,TEACHER,PROFESSOR,N/A
Biology,1754,Brigham Young University - Idaho,Kinsey,,Spiel,2434633,1,poor,TEACHER,PROFESSOR,2.0
English,1754,Brigham Young University - Idaho,Julie,,Spilker,2641505,3,good,TEACHER,PROFESSOR,4.0
Religion,1754,Brigham Young University - Idaho,Craig,,Spjute,2245716,9,good,TEACHER,PROFESSOR,4.8
Automotive Technology,1754,Brigham Young University - Idaho,Troy,,Spratling,1056561,14,good,TEACHER,PROFESSOR,4.6
Online Learning,1754,Brigham Young University - Idaho,Lynn,,Squire,1822062,5,poor,TEACHER,PROFESSOR,2.1
Instructional Technology,1754,Brigham Young University - Idaho,Orren,,Squires,831777,3,poor,TEACHER,PROFESSOR,1.3
Home amp Family Studies,1754,Brigham Young University - Idaho,Holly,,Squires,2506012,5,good,TEACHER,PROFESSOR,3.6
Business,1754,Brigham Young University - Idaho,Gabriel,,Squires,2763276,1,poor,TEACHER,PROFESSOR,1.0
English,1754,Brigham Young University - Idaho,Debi,,St. Jeor,2617236,5,good,TEACHER,PROFESSOR,3.8
Business,1754,Brigham Young University - Idaho,Tyler,,Stahle,2508083,5,good,TEACHER,PROFESSOR,4.0
Art,1754,Brigham Young University - Idaho,Mark,,Stahmann,2409769,4,average,TEACHER,PROFESSOR,3.0
Academic Services,1754,Brigham Young University - Idaho,Amy,,Staiger,2320707,5,good,TEACHER,PROFESSOR,4.8
Biology,1754,Brigham Young University - Idaho,Maria,,Staker,2383233,1,poor,TEACHER,PROFESSOR,1.0
Health Science,1754,Brigham Young University - Idaho,Maria,,Staker,2318514,2,average,TEACHER,PROFESSOR,3.0
Animal Science,1754,Brigham Young University - Idaho,Aaron,,Stalker,2209046,24,good,TEACHER,PROFESSOR,4.7
Health Science,1754,Brigham Young University - Idaho,Tyler,,Standifird,2682505,11,good,TEACHER,PROFESSOR,4.8
Business,1754,Brigham Young University - Idaho,Travis,,Standley,2242401,5,good,TEACHER,PROFESSOR,4.8
Religion,1754,Brigham Young University - Idaho,Kevin,,Stanger,2341876,7,average,TEACHER,PROFESSOR,3.3
Education,1754,Brigham Young University - Idaho,Kevin,,Stanger,1282677,60,good,TEACHER,PROFESSOR,3.5
Economics,1754,Brigham Young University - Idaho,Peter,,Staples,1761657,12,average,TEACHER,PROFESSOR,3.1
Mathematics,1754,Brigham Young University - Idaho,Wayne,,Startin,581353,51,good,TEACHER,PROFESSOR,4.0
Religion,1754,Brigham Young University - Idaho,Eric,,Stauffer,2192643,10,good,TEACHER,PROFESSOR,4.0
Mathematics,1754,Brigham Young University - Idaho,Anna,,Steadman,1939306,4,good,TEACHER,PROFESSOR,4.8
Religion,1754,Brigham Young University - Idaho,Scott,,Steed,1148407,26,good,TEACHER,PROFESSOR,4.6
Religion,1754,Brigham Young University - Idaho,Robert,M,Steed,2171820,1,poor,TEACHER,PROFESSOR,1.0
Religion,1754,Brigham Young University - Idaho,Shawn,,Steenson,2195634,8,good,TEACHER,PROFESSOR,4.6
Humanities & Philosophy,1754,Brigham Young University - Idaho,Tara,,Steenson,3031785,0,zero,TEACHER,PROFESSOR,N/A
Economics,1754,Brigham Young University - Idaho,Alex,,Steenstra,2536085,5,good,TEACHER,PROFESSOR,5.0
